sr_no;id_number; reference_number; sender_name; sender_address_line1;sender_address_line2;sender_address_line3; sender_contact; recipient_name; recipient_address_line1;recipient_address_line2;recipient_address_line3; recipient_contact;estimated_days; from_branch_id; to_branch_id; price;date_and_time;delivery_status;transporter;
53919;2005099;2019044163; Rudra Mohan; H.No. 974; Dey Ganj; Vijayanagaram-385833; +91 8408449519; Niharika Prashad; 90/09; Varkey Zila; Navi Mumbai 874285; +91 6944265330;1;106;47;1296; 2019-04-16 23:59:17;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53920;2005100;2019045279; Ati Sawhney;80; Halder Street; Ramagundam-712200; +91 8782300023; Ekalinga Varughese; H.No. 78; Gulati Zila; Aurangabad 991960; +91 9927024354;2;50;56;4850; 2019-04-16 21:38:23;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53921;2005101;2019040552; Krish Sachar;591; Ganguly Street; Hajipur-832739; +91 8490862238; Harish Chandran; 93/80; Basu Ganj; Bangalore-917446; +91 9881014909;2;79;74;3112; 2019-04-16 20:09:20;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53922;2005102;2019043442; Anamika Hans; H.No. 310; Gill Marg; Bellary-598078; +91 9426368421; Aarnav Dubey; 51/170; Mukhopadhyay Circle; Gurgaon-477984; +91 9588606654;2;23;25;4335; 2019-04-16 19:26:14;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53923;2005103;2019044329; Qarin Lad; 94/660; Ram Nagar; Meerut 889604; +91 7843099142; Zayan Kade;606; Kapadia Zila; Thanjavur-887737; +91 6429267542;2;131;95;4031; 2019-04-16 11:36:41;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53924;2005104;2019040728; Yashvi Banik;73; Magar Circle; Shimla 514694; +91 9012758928; Nathaniel Hari; 09/01; Raj Path; Indore-935378; +91 7205723777;1;43;51;5991; 2019-04-15 14:45:01;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53925;2005105;2019043962; Vritti Borra;800; Ratti; Bharatpur 802576; +91 8901925346; Garima Mann; H.No. 327; Mittal Ganj; Siwan 649421; +91 7750716211;2;141;121;6168; 2019-04-15 13:39:52;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53926;2005106;2019045368; Pushti Bhakta; H.No. 711; Atwal Nagar; Satna-961788; +91 7478915603; Fiyaz Vaidya; 90/11; Ahuja Circle; Kumbakonam-758675; +91 9403127559;1;23;3;555; 2019-04-15 10:35:05;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53927;2005107;2019043626; Avi Sastry; H.No. 725; Kurian; Thrissur 608355; +91 6607044147; Teerth Palan; 15/192; Nagarajan Street; Madurai 696591; +91 8452460626;2;139;49;391; 2019-04-15 00:00:23;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53928;2005108;2019044003; Jairaj Nanda; 70/043; Rao Path; Udupi 902380; +91 6687033627; Upasna Patla; H.No. 84; Saini Street; Chittoor 725281; +91 6647159249;2;33;139;1134; 2019-04-14 14:29:19;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53929;2005109;2019045147; Aishani Gupta; 12/880; Gala; Gudivada-618584; +91 9510622857; Forum Zacharia; 08/32; Chand Road; Kirari Suleman Nagar-271587; +91 8758778460;1;21;68;6580; 2019-04-14 13:43:45;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53930;2005110;2019040523; Ranbir Natt; H.No. 73; Kara Ganj; Kochi-589659; +91 7589252038; Turvi Bawa;37; Amble Road; Loni 205700; +91 8497772740;1;50;104;5768; 2019-04-14 13:20:53;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53931;2005111;2019040564; Charles Sura;48; Johal Zila; Meerut 044336; +91 7928948885; Ekavir Arya;206; Bhakta Road; Bhilai-480074; +91 9529128951;1;140;69;1585; 2019-04-14 00:42:59;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53932;2005112;2019041083; Arunima Arya;409; Dugar Marg; Chittoor-746755; +91 6606302035; Andrew Sahni; 46/386; Swaminathan Circle; Rajpur Sonarpur-159400; +91 9614388908;2;112;47;1687; 2019-04-13 22:01:40;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53933;2005113;2019043843; Ekta DÃ¯Â¿Â½Alia; H.No. 266; Goel Marg; Bhusawal 275189; +91 8884413308; Qarin Borde; H.No. 27; Manda Zila; Ambarnath-731284; +91 8300734430;1;114;101;6934; 2019-04-13 14:47:32;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53934;2005114;2019041295; Wahab Bumb;350; Sarna Ganj; Bihar Sharif-555811; +91 9766589474; Chandani Mitter; H.No. 501; Nagy Path; Bareilly 155946; +91 6854873627;2;7;38;5382; 2019-04-13 00:57:06;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53935;2005115;2019042162; Urmi Khanna; 37/98; Gandhi Road; Amritsar-462505; +91 8552085004; Upma Borah; 03/64; Mital Marg; Rampur 647962; +91 8502918011;2;96;122;2627; 2019-04-12 07:09:10;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53936;2005116;2019041531; Prisha Bhardwaj;91; Bobal; Raurkela Industrial Township 749913; +91 6998716863; Thomas Bansal;444; Pathak Marg; Ongole-555209; +91 6129558138;2;31;88;6850; 2019-04-12 00:49:58;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53937;2005117;2019040452; Darika Nadkarni; H.No. 26; Prakash Road; Nashik-381047; +91 7201616046; Anirudh Khare;65; Ben Circle; Chandrapur-698661; +91 6140389113;2;108;60;1905; 2019-04-11 18:31:20;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53938;2005118;2019042764; Wahab Gour; H.No. 218; Wadhwa Path; Bidhannagar-896210; +91 6936164720; Darsh Jayaraman;59; Kashyap Nagar; Nellore-037499; +91 7342394575;1;117;141;6255; 2019-04-11 12:06:58;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53939;2005119;2019043897; Nathan Dhaliwal; H.No. 40; Anand; Sonipat-418199; +91 8778934475; Bishakha Mangal; 40/214; Joshi Street; Ghaziabad 912847; +91 9641349364;2;118;85;2675; 2019-04-11 08:54:49;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53940;2005120;2019042384; Pooja Korpal; 27/270; Pandit Path; Naihati 106964; +91 8003570689; Hitesh Chowdhury;38; Buch Marg; Firozabad-457714; +91 7600529660;2;67;133;3488; 2019-04-11 06:14:37;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53941;2005121;2019040176; Balvan Savant; 76/399; Pillay; Anantapuram-192215; +91 8510294151; Amrita Madan; H.No. 29; Mandal; Saharsa-885431; +91 8591534197;1;50;66;3726; 2019-04-11 04:03:16;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53942;2005122;2019043088; Zilmil Golla; H.No. 91; Manda Nagar; HubliÃ¯Â¿Â½Dharwad 520134; +91 8273342020; Hritik Hora; 08/329; Prabhakar Street; Alwar 226966; +91 9546440490;1;24;50;2117; 2019-04-10 20:12:20;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53943;2005123;2019041023; Tripti Majumdar; H.No. 824; Ghosh Nagar; Baranagar 003604; +91 9339153936; Aarnav Goyal; 99/444; Borde Street; Medininagar 148157; +91 8738166960;1;69;34;6943; 2019-04-10 18:13:24;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53944;2005124;2019041660; Aarna Issac;500; Kunda Marg; Motihari 253999; +91 9322047730; Raksha Das; 16/83; Nadkarni; Mango 936535; +91 8434514690;1;131;114;2820; 2019-04-10 03:06:33;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53945;2005125;2019040594; Naksh Bumb; H.No. 66; Manda Nagar; Ambarnath 265226; +91 7271371375; Theodore Toor;75; Kohli Circle; Danapur-556360; +91 9470033213;1;11;118;802; 2019-04-09 17:26:51;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53946;2005126;2019043603; Zehaan Narayan; H.No. 78; Bhargava; Nashik-870363; +91 9992015494; Neel Agate; H.No. 30; Chatterjee Road; Davanagere 043867; +91 8214397765;2;144;44;2501; 2019-04-09 12:54:03;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53947;2005127;2019043389; Rajata Karnik; 46/234; Dubey Marg; Patiala-878669; +91 8353647181; Girindra Zachariah; H.No. 536; Koshy Road; Thane 233356; +91 9588173370;1;56;120;3014; 2019-04-08 18:45:37;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53948;2005128;2019040348; Ekani Basu;81; Yadav Ganj; Haridwar-536088; +91 9161732477; Rehaan Mangal; 79/621; Naidu Marg; Tiruvottiyur 576133; +91 9245189950;2;139;16;1805; 2019-04-08 12:42:32;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53949;2005129;2019044179; Bhavini Hari; H.No. 78; Chadha Zila; Hindupur 835911; +91 8556684297; Vedika Chaudhuri;23; Biswas Nagar; Aurangabad-204788; +91 6076176081;2;10;138;2336; 2019-04-08 09:57:23;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53950;2005130;2019045387; Ekaja Gupta; 28/423; Memon Zila; Panchkula 460264; +91 6533063391; Ekbal Behl;28; Mannan Zila; Secunderabad 727561; +91 7442795579;2;95;75;528; 2019-04-08 09:42:35;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53951;2005131;2019042438; Sanaya Arora;27; Bose; Pondicherry-034265; +91 6015507075; Mitesh Nayak; 61/26; Sheth Chowk; Tumkur-829271; +91 9591319555;1;123;69;4221; 2019-04-07 23:43:39;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53952;2005132;2019045416; Dipta Saini;18; Chowdhury Path; Bettiah 044698; +91 6277223645; Yagnesh Baral;386; Sant Nagar; Kottayam 238689; +91 9216934743;1;29;21;6058; 2019-04-06 22:16:31;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53953;2005133;2019045237; Chanchal Mani; 52/865; Grewal; Siliguri-681562; +91 9227981046; Jyoti Agate;0; Jain Path; Pondicherry 087347; +91 7601731214;2;122;24;1381; 2019-04-06 19:13:09;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53954;2005134;2019042851; Fiyaz Char; 45/62; Keer Marg; Chapra 450182; +91 7269982235; Reyansh Bora;83; Padmanabhan Zila; Silchar 167414; +91 6739953620;1;82;16;806; 2019-04-06 15:52:16;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53955;2005135;2019042170; Hamsini Golla;12; Sawhney Street; Thoothukudi 186674; +91 6088601325; Sanya Patil; 78/543; Deshmukh Street; Chandrapur-447743; +91 7355371359;2;21;77;4582; 2019-04-06 09:25:08;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53956;2005136;2019040900; Yashodhara Pal; 11/755; Gala Road; South Dumdum-210606; +91 6267173081; Ishani Vig; 61/80; Bajaj Circle; Tezpur-032667; +91 9665654296;2;100;114;3397; 2019-04-06 07:44:25;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53957;2005137;2019045138; Anthony Vaidya;691; Naik Zila; Bardhaman-008508; +91 8668473942; Jeremiah Kade; 89/622; Sridhar Path; Muzaffarpur-957701; +91 7724572206;1;96;23;4824; 2019-04-06 04:38:57;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53958;2005138;2019044955; Yauvani Sule; H.No. 27; Wason; Bhind-058636; +91 9824893598; Anirudh Bassi; H.No. 157; Sani Ganj; Mumbai-159470; +91 9808918856;2;80;92;4557; 2019-04-05 16:06:40;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53959;2005139;2019044940; Hemang Agate; H.No. 30; Dara Circle; Rajkot-831706; +91 8060344778; Isaiah Sibal;8; Dhillon Ganj; Hapur-771039; +91 9683477689;2;103;3;3981; 2019-04-05 14:46:32;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53960;2005140;2019040257; Upasna Lala;77; Saxena Marg; Ajmer-019080; +91 7205298725; Zayan Mander; 63/397; Chauhan Street; Naihati-719046; +91 7732823951;1;105;145;4264; 2019-04-04 22:24:08;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53961;2005141;2019041546; Praneel Pillai;726; Mutti Road; Surat 909606; +91 7079297042; Neha Narain;15; Dugal Chowk; Ranchi-500896; +91 6549314698;2;46;138;2913; 2019-04-04 06:27:12;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53962;2005142;2019043036; Parth Kashyap; H.No. 59; Bail Circle; Kozhikode 745362; +91 6323957068; Sai Wason;316; Narasimhan Path; Nizamabad 340666; +91 7627425907;2;39;78;4364; 2019-04-04 06:26:42;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53963;2005143;2019042584; Ranveer Iyengar;38; Bala Path; Warangal 728782; +91 8853986186; Gopal Borde;19; Dar Zila; Salem 706884; +91 6267067909;2;137;4;6712; 2019-04-03 21:36:59;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53964;2005144;2019044468; Edhitha Roy; H.No. 385; Pal Circle; Ranchi 776260; +91 6268018856; Bakhshi Barman; H.No. 458; Shere Marg; Begusarai-616734; +91 6706190604;2;44;145;2387; 2019-04-03 20:02:50;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53965;2005145;2019040997; Nachiket Shetty; H.No. 405; Swaminathan Chowk; Delhi 062287; +91 8940011100; Aadhya Dube; 00/172; Halder Circle; Hindupur 848425; +91 6087358800;2;135;111;6337; 2019-04-03 18:12:47;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53966;2005146;2019042566; Yauvani Gupta; H.No. 841; Bassi Zila; Jalna 489168; +91 8596917606; Mohini Chaudhari;99; Patil; North Dumdum-410469; +91 6689555889;2;3;136;4286; 2019-04-03 11:45:02;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53967;2005147;2019040207; Indrajit Dada;55; Khurana; Bilaspur-914570; +91 9939713916; Victor Kurian; H.No. 55; Sani Marg; Navi Mumbai 416546; +91 6511546410;2;25;129;6193; 2019-04-03 06:37:43;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53968;2005148;2019045004; Jatin Sengupta; H.No. 032; Ganesan Nagar; Davanagere 536230; +91 8749627550; Amol Doshi;44; Narain Zila; Mangalore-534004; +91 9826731354;1;11;107;1436; 2019-04-03 06:11:40;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53969;2005149;2019041782; Yagnesh Gade;13; Tiwari Circle; Panchkula 752472; +91 9439476650; Sanaya Koshy; 82/37; Nagy Street; Rewa-396683; +91 6326856109;2;28;32;12099; 2019-04-02 20:36:29;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53970;2005150;2019043909; Devika Vora; 43/87; Naidu Zila; Jehanabad 926290; +91 6065007298; Lavanya Choudhry; 61/597; Sengupta Chowk; Warangal-182447; +91 7992445431;2;57;65;3690; 2019-04-01 00:12:45;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53971;2005151;2019032542; Advay Jaggi;70; Bhattacharyya Circle; Dewas 140976; +91 7793605673; Eta Chakrabarti;919; Acharya Chowk; Bhimavaram-726352; +91 9056065976;2;36;19;6135; 2019-03-31 21:39:25;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53972;2005152;2019033382; Xalak Gole; H.No. 126; Divan; Jaunpur 726734; +91 9401859932; Chandresh Dixit; H.No. 182; Issac Path; Muzaffarpur 874311; +91 9532638131;2;101;52;4275; 2019-03-31 15:59:28;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53973;2005153;2019034238; Odika Ghose;264; Balasubramanian Path; Thrissur-382501; +91 7074445243; Wridesh Pradhan; H.No. 97; Deshmukh Road; Nangloi Jat-440008; +91 7923608178;2;49;43;2416; 2019-03-31 14:17:15;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53974;2005154;2019030022; Aahana Kara; 23/21; Walia Ganj; Nandyal 657325; +91 6569203190; Upma Dugal; 84/771; Tailor Nagar; Bally 598392; +91 9240095418;2;110;133;1113; 2019-03-31 13:49:22;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53975;2005155;2019030019; Charles Anand;35; Gupta Nagar; Mango-643089; +91 9391879898; Rehaan Sharma; 25/816; Kulkarni Nagar; Nandyal 213238; +91 6785593324;1;76;6;904; 2019-03-31 13:44:03;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53976;2005156;2019033317; Aachal Sachar;892; Pandya Path; Kurnool-996321; +91 8949930524; Max Magar; H.No. 18; Magar Circle; Bhavnagar 607469; +91 6390724645;1;116;41;469; 2019-03-31 13:16:38;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53977;2005157;2019031061; Agastya Nazareth; 23/725; Ratta; Nadiad-260426; +91 6247706552; Gagan Manne; 72/231; Virk Street; Vasai-Virar 037117; +91 6672306982;1;8;97;4729; 2019-03-31 09:54:17;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53978;2005158;2019034168; Lopa Mittal; H.No. 52; Kapadia Chowk; Chandigarh 573121; +91 7378382116; Amruta Tara;870; Khalsa Circle; Vijayanagaram 166593; +91 9987134214;1;76;146;2677; 2019-03-31 05:28:50;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53979;2005159;2019030731; Azaan Ahuja; 98/911; Lad Ganj; Indore-380623; +91 6718976766; Vamakshi Bhattacharyya; 11/13; Bhalla Chowk; Surendranagar Dudhrej 445703; +91 7274018745;1;41;5;2345; 2019-03-31 01:50:23;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53980;2005160;2019031472; Yug Babu; 89/591; Lal Chowk; Rewa-313257; +91 7795424736; Shaurya Bhargava; 71/12; Koshy Chowk; Tenali-863065; +91 9132525624;1;2;41;4580; 2019-03-31 00:50:37;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53981;2005161;2019031858; Bhanumati Chaudhuri; 53/717; Tella Nagar; Srikakulam-151435; +91 6368744491; Bhavya Sachdev;31; Thaman Path; Nandyal-677606; +91 6836924172;2;126;32;800; 2019-03-30 23:11:52;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53982;2005162;2019032462; Gaurav Varkey; H.No. 98; Bath; Hajipur 383020; +91 8990267453; Lipika Rege; 20/177; Nagi Street; Anantapuram 584261; +91 8981280668;1;145;83;6893; 2019-03-30 12:43:42;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53983;2005163;2019030201; Onkar Bath;84; Shankar Zila; Naihati-418043; +91 6578916760; Omkaar Jha;655; Suresh Road; Aurangabad 886358; +91 7857424678;2;21;88;2830; 2019-03-30 07:05:26;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53984;2005164;2019034204; Dev Pandya;641; Naidu Chowk; Tadipatri-607690; +91 7187995883; Girik Purohit;99; Bhatnagar Path; Ujjain-479245; +91 9482914468;2;57;96;361; 2019-03-29 11:53:34;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53985;2005165;2019030598; Reyansh Narula;47; Konda Nagar; Mehsana 558286; +91 7691914569; Reyansh Patil; 77/47; Rana Path; Motihari 013169; +91 8139203396;2;56;121;4750; 2019-03-29 08:13:52;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53986;2005166;2019033415; Gopal Kar; H.No. 106; Basu Road; Panvel 893794; +91 8310147738; Eta Saran; 15/828; Bora Nagar; Jodhpur 526412; +91 9069653537;1;25;106;3863; 2019-03-29 06:26:39;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53987;2005167;2019034663; Rayaan Merchant;893; Sachar Nagar; Bellary 456382; +91 8089371909; Ekaraj Singh; 00/511; Palan Nagar; Guwahati 583743; +91 8378420645;2;138;105;2272; 2019-03-28 21:07:31;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53988;2005168;2019031780; Jeremiah Kapur;872; Dugal; Sangli-Miraj & Kupwad-945465; +91 9149355022; Rohan Varma; 46/00; Ghose Chowk; Barasat-599888; +91 6400723018;2;94;77;5984; 2019-03-28 19:43:20;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53989;2005169;2019030667; Mitesh Dalal; H.No. 68; Vaidya Ganj; Suryapet-601354; +91 9737128096; Wishi Deol; 26/728; Srinivasan; Karawal Nagar 868697; +91 6565575913;1;62;127;5671; 2019-03-28 17:29:00;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53990;2005170;2019032145; Ubika Raju; H.No. 339; Bhattacharyya Street; Sirsa-997149; +91 6048289704; Suhani Sanghvi;363; Upadhyay; New Delhi-904459; +91 6853472958;2;139;82;6688; 2019-03-28 11:44:12;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53991;2005171;2019030735; Hredhaan Sanghvi; H.No. 45; Suri Chowk; Mysore 602299; +91 9622758135; Kiaan Ghose;88; Dash Zila; Kakinada 768141; +91 9803637266;1;126;135;3956; 2019-03-28 08:38:03;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53992;2005172;2019032528; Aadi Dutta;329; Chander Ganj; Bhiwandi 889619; +91 6613164157; Max Radhakrishnan; H.No. 25; Pau; Delhi 272968; +91 8231190293;2;53;131;5666; 2019-03-27 21:44:00;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53993;2005173;2019034835; Lakshit Dasgupta;91; Trivedi Street; Ambala-512899; +91 9561319576; Ranbir Barman; H.No. 905; Chahal Path; Ulhasnagar 783364; +91 7494850376;2;130;86;3166; 2019-03-27 19:43:45;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53994;2005174;2019030543; Rehaan Sibal; 44/084; Om Ganj; Uluberia 022720; +91 9857564712; Tanmayi Nagi; 70/958; Soni; Allahabad-947092; +91 7413009503;1;44;30;6255; 2019-03-27 17:46:29;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53995;2005175;2019031972; George Kashyap;571; Thaman Circle; Moradabad 954242; +91 8285803113; Theodore Natarajan; H.No. 59; Mandal Road; Navi Mumbai 349621; +91 8479840847;1;40;42;2820; 2019-03-27 15:45:10;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53996;2005176;2019035211; Rachita Kari;771; Babu Circle; Giridih-200012; +91 9828115560; Nikita Gaba;859; Modi Ganj; Asansol 790546; +91 9298112271;1;79;105;1767; 2019-03-27 14:54:02;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53997;2005177;2019034873; Vedant Bava;190; Kale Ganj; Nagaon-522140; +91 6129159721; Bhavini Loyal;15; Ghose Ganj; Bhiwandi 287525; +91 7801279018;2;115;24;659; 2019-03-27 13:48:27;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53998;2005178;2019030327; Anusha Bir; H.No. 76; Bera Chowk; Bihar Sharif-168033; +91 7114370643; Tanvi Bhatia; H.No. 826; Deshpande Zila; Katihar 383111; +91 8476511558;1;59;116;6492; 2019-03-27 03:09:01;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
53999;2005179;2019032468; Avni Savant; 00/171; Mani Road; Panchkula 559280; +91 7895968707; Utkarsh Raghavan;35; Gopal Street; Saharsa 182600; +91 7057517389;1;95;84;6579; 2019-03-26 10:01:52;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54000;2005180;2019031307; Upadhriti Dewan; H.No. 14; Dua Path; Udupi-838744; +91 7779735923; Urvi Narayan; 68/81; Prashad Circle; Kavali-901606; +91 8764990617;1;14;103;6682; 2019-03-26 08:27:13;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54001;2005181;2019034133; Ekanta Bains; H.No. 06; Anand Ganj; Hosur-916201; +91 8890010006; Amara Shanker; H.No. 752; Parikh Marg; Dhanbad-873427; +91 9328047182;2;25;55;437; 2019-03-26 07:03:31;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54002;2005182;2019031815; Frederick Suri; 64/649; Minhas Road; Farrukhabad 054622; +91 9221869763; Mekhala Solanki; H.No. 65; Tiwari Zila; Guwahati 696168; +91 8889998653;1;130;61;45099; 2019-03-26 05:08:22;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54003;2005183;2019032599; Chanchal Maharaj; H.No. 10; Sampath Path; Aurangabad 863735; +91 6266240367; Lohit Walia; H.No. 55; Rajan Street; Machilipatnam-029448; +91 9850965223;1;126;60;6518; 2019-03-25 13:19:28;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54004;2005184;2019031411; Dayita Kara; H.No. 32; Kanda Road; Firozabad 185358; +91 8300616734; Hredhaan Ghosh; H.No. 98; Balan Nagar; Haridwar 357246; +91 7309144354;2;134;41;5351; 2019-03-25 05:04:07;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54005;2005185;2019031415; Anthony Modi;80; Ganesan Circle; Tadipatri-679739; +91 7094039144; Qarin Devan; H.No. 431; Mohanty Zila; Guntakal 555316; +91 6669899552;1;130;25;2801; 2019-03-25 02:49:05;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54006;2005186;2019033759; Arya Murthy;656; Viswanathan Zila; Tiruppur-378618; +91 8195260251; Vasudha Wagle; 78/19; Dada Circle; Vadodara-371620; +91 6468557899;1;101;104;1946; 2019-03-25 00:12:52;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54007;2005187;2019034149; Aarnav Maharaj; H.No. 98; DÃ¯Â¿Â½Alia Chowk; Delhi-524884; +91 8520858778; Jeremiah Borde;8; Bhalla Chowk; Mirzapur 657085; +91 6091595029;2;126;86;4011; 2019-03-23 22:41:33;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54008;2005188;2019035181; Oscar Dalal;593; Lala Path; Rewa 326459; +91 8322143981; Sara Mand; H.No. 600; Sodhi Street; Satna-798091; +91 8690898660;2;22;139;4427; 2019-03-23 18:53:32;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54009;2005189;2019034605; Mohini Narula; H.No. 35; Roy Nagar; Kavali-929363; +91 6439508132; Zashil Bhavsar;78; Seth; Alwar-774625; +91 9189776683;1;64;98;5742; 2019-03-23 13:14:11;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54010;2005190;2019031642; Farhan Vala; 67/65; Lad; Rajkot 676612; +91 7459283104; Nakul Sama; 43/942; Kunda Nagar; Belgaum-953229; +91 7550706028;2;143;49;6781; 2019-03-22 20:50:51;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54011;2005191;2019035302; Garima Bail; 49/66; Kata Circle; Mumbai 363520; +91 9358961311; Ekani Ahluwalia;84; Zacharia; Raurkela Industrial Township-451326; +91 6069485554;2;91;128;3596; 2019-03-22 13:38:25;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54012;2005192;2019031748; Tara Bora; 04/125; Sahota Chowk; Siliguri-287395; +91 8662991557; Laban Narayanan; H.No. 404; Chopra Street; Phusro 325202; +91 6256487236;2;38;51;4638; 2019-03-21 22:51:23;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54013;2005193;2019033363; Wriddhish Suresh; 09/56; Chadha Nagar; Munger-054943; +91 7580846410; Gayathri Doshi; 29/76; Tank Path; Sikar-259436; +91 6514249280;2;129;3;6186; 2019-03-21 13:29:36;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
54014;2005194;2019032091; Vasana Ramaswamy; 56/508; Garde Street; Hajipur 081535; +91 8287970688; Oscar Rao;640; Parsa Zila; Khora -282435; +91 8533342107;1;93;122;4395; 2019-03-21 04:54:59;delivered;Blue Line Cargo & Logistics - New Delhi, Delhi;
